GO:0000001	mitochondrion inheritance	线粒体遗传
GO:0043638	puromycin biosynthetic process	嘌呤霉素生物合成过程
GO:0043639	benzoate catabolic process	苯甲酸分解代谢过程
GO:0043642	novobiocin biosynthetic process	新霉素生物合成过程
GO:0043644	tetracycline biosynthetic process	四环素生物合成过程
GO:0043646	cephalosporin biosynthetic process	头孢菌素生物合成过程
GO:0043647	inositol phosphate metabolic process	磷酸肌醇代谢过程
GO:0043648	dicarboxylic acid metabolic process	二羧酸代谢过程
GO:0043649	dicarboxylic acid catabolic process	二羧酸分解代谢过程
GO:0043650	dicarboxylic acid biosynthetic process	二羧酸生物合成过程
GO:0043651	linoleic acid metabolic process	亚油酸代谢过程
GO:0043652	engulfment of apoptotic cell	凋亡细胞的吞噬
GO:0043653	mitochondrial fragmentation involved in apoptotic process	参与凋亡过程的线粒体片段化
GO:0043654	recognition of apoptotic cell	凋亡细胞的识别
GO:0043655	host extracellular region	宿主胞外区
GO:0043656	host intracellular region	宿主胞内区
GO:0043657	host cell	宿主细胞
GO:0043658	host symbiosome	宿主共生体
GO:0043659	symbiosome	共生体
GO:0043660	bacteroid-containing symbiosome	含类杆菌的共生体
GO:0043661	peribacteroid membrane	类杆菌周膜
GO:0043662	peribacteroid fluid	类杆菌周液
GO:0043663	host bacteroid-containing symbiosome	宿主含类杆菌共生体
GO:0043664	host peribacteroid membrane	宿主类杆菌周膜
GO:0043665	host peribacteroid fluid	宿主类杆菌周液
GO:0043667	pollen wall	花粉壁
GO:0043668	exine	外壁
GO:0043669	ectexine	外层外壁
GO:0043670	foot layer	足层
GO:0043671	endexine	内层外壁
GO:0043672	nexine	外壁内层
GO:0043673	sexine	外壁外层
GO:0043674	columella	柱状结构
GO:0043675	sculpture element	雕纹要素
GO:0043676	tectum	顶盖
GO:0043678	intine	内壁
GO:0043679	axon terminus	轴突末端
GO:0043680	filiform apparatus	丝状器
GO:0043682	P-type divalent copper transporter activity	P型二价铜转运蛋白活性
GO:0043683	type IV pilus assembly	IV型菌毛组装
GO:0043684	type IV secretion system complex	IV型分泌系统复合体
GO:0043685	conversion of glutamyl-tRNA to glutaminyl-tRNA	谷氨酰-tRNA向谷氨酰胺酰-tRNA的转换
GO:0043687	post-translational protein modification	翻译后蛋白修饰
GO:0043688	conversion of aspartyl-tRNA to asparaginyl-tRNA	天冬氨酰-tRNA向天冬酰胺酰-tRNA的转换
GO:0043691	reverse cholesterol transport	胆固醇逆向转运
GO:0043692	monoterpene metabolic process	单萜代谢过程
GO:0043693	monoterpene biosynthetic process	单萜生物合成过程
GO:0043694	monoterpene catabolic process	单萜分解代谢过程
GO:0043695	detection of pheromone	信息素的检测
GO:0043696	dedifferentiation	去分化
GO:0043697	cell dedifferentiation	细胞去分化
GO:0043698	iridosome	虹彩体
GO:0043699	leucosome	白色素小体
GO:0043700	pterinosome	蝶啶色素小体
GO:0043701	cyanosome	蓝色素小体
GO:0043702	carotenoid vesicle	类胡萝卜素囊泡
GO:0043703	photoreceptor cell fate determination	光感受器细胞命运决定
GO:0043704	photoreceptor cell fate specification	光感受器细胞命运特化
GO:0043707	cell adhesion involved in single-species biofilm formation in or on host organism	参与宿主上或体内单物种生物膜形成的细胞粘附
GO:0043708	cell adhesion involved in biofilm formation	参与生物膜形成的细胞粘附
GO:0043709	cell adhesion involved in single-species biofilm formation	参与单物种生物膜形成的细胞粘附
GO:0043710	cell adhesion involved in multi-species biofilm formation	参与多物种生物膜形成的细胞粘附
GO:0043711	pilus organization	菌毛组织
GO:0043712	(R)-2-hydroxy-4-methylpentanoate CoA-transferase activity	(R)-2-羟基-4-甲基戊酸CoA转移酶活性
GO:0043714	(R)-citramalate synthase activity	(R)-柠檬苹酸合酶活性
GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity	2,3-二酮-5-甲硫戊基-1-磷酸烯醇酶活性
GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	2-羟基-3-酮-5-甲硫戊烯基-1-磷酸磷酸酶活性
GO:0043717	2-hydroxyglutaryl-CoA dehydratase activity	2-羟基戊二酰-CoA脱水酶活性
GO:0043718	2-hydroxymethylglutarate dehydrogenase activity	2-羟甲基戊二酸脱氢酶活性
GO:0043720	3-keto-5-aminohexanoate cleavage activity	3-酮-5-氨基己酸裂解活性
GO:0043721	4-hydroxybutanoyl-CoA dehydratase activity	4-羟基丁酰-CoA脱水酶活性
GO:0043722	4-hydroxyphenylacetate decarboxylase activity	4-羟基苯乙酸脱羧酶活性
GO:0043724	2-keto-3-deoxygalactonate aldolase activity	2-酮-3-脱氧半乳糖酸醛缩酶活性
GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity	5-氨基-6-(5-磷酸核糖基氨基)尿嘧啶磷酸酶活性
GO:0043729	2-amino-5-formylamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one formate-lyase activity	2-氨基-5-甲酰氨基-6-(5-磷酸核糖基氨基)嘧啶-4(3H)-酮甲酸裂解酶活性
GO:0043731	6-hydroxynicotinate 3-monooxygenase activity	6-羟基烟酸3-单加氧酶活性
GO:0043732	6-hydroxynicotinate dehydrogenase activity	6-羟基烟酸脱氢酶活性
GO:0043733	DNA-3-methylbase glycosylase activity	DNA-3-甲基碱基糖苷酶活性
GO:0043737	deoxyribonuclease V activity	脱氧核糖核酸酶V活性
GO:0043738	reduced coenzyme F420 dehydrogenase activity	还原型辅酶F420脱氢酶活性
GO:0043739	G/U mismatch-specific uracil-DNA glycosylase activity	G/U错配特异性尿嘧啶-DNA糖苷酶活性
GO:0043740	GTP cyclohydrolase IIa activity	GTP环化水解酶IIa活性
GO:0043741	alpha-aminoadipate acetyltransferase activity	α-氨基己二酸乙酰转移酶活性
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity	LPPG:FO 2-磷酸-L-乳酸转移酶活性
GO:0043744	N2-acetyl-L-aminoadipate kinase activity	N2-乙酰-L-氨基己二酸激酶活性
GO:0043748	O-succinylbenzoate synthase activity	O-琥珀酰苯甲酸合酶活性
GO:0043750	phosphatidylinositol alpha-mannosyltransferase activity	磷脂酰肌醇α-甘露糖基转移酶活性
GO:0043751	polyphosphate:AMP phosphotransferase activity	多磷酸:AMP磷酸转移酶活性
GO:0043752	adenosylcobinamide kinase activity	腺苷钴啉醇酰胺激酶活性
GO:0043754	dihydrolipoamide branched chain acyltransferase activity	二氢硫辛酰胺支链酰基转移酶活性
GO:0043755	alpha-ribazole phosphatase activity	α-核唑磷酸酶活性
GO:0043756	adenosylcobinamide hydrolase activity	腺苷钴啉醇酰胺水解酶活性
GO:0043757	adenosylcobinamide-phosphate synthase activity	腺苷钴啉醇酰胺-磷酸合酶活性
GO:0043758	acetate-CoA ligase (ADP-forming) activity	乙酸-CoA连接酶（生成ADP型）活性
GO:0043759	2-methylbutanoate-CoA ligase activity	2-甲基丁酸-CoA连接酶活性
GO:0043761	archaetidylserine synthase activity	古菌脂酰丝氨酸合酶活性
GO:0043763	UTP:glucose-1-phosphate uridylyltransferase regulator activity	UTP:葡萄糖-1-磷酸尿苷酰转移酶调节物活性
GO:0043765	T/G mismatch-specific endonuclease activity	T/G错配特异性内切核酸酶活性
GO:0043766	Sep-tRNA:Cys-tRNA synthase activity	Sep-tRNA:Cys-tRNA合酶活性
GO:0043767	pyrrolysyl-tRNA synthetase activity	吡咯赖氨酰-tRNA合成酶活性
GO:0043768	S-ribosylhomocysteine lyase activity	S-核糖基同型半胱氨酸裂解酶活性
GO:0043769	Tpg-containing telomere binding complex	含Tpg端粒结合复合体
GO:0043770	demethylmenaquinone methyltransferase activity	去甲基甲基萘醌甲基转移酶活性
GO:0043771	cytidine kinase activity	胞苷激酶活性
GO:0043772	acyl-phosphate glycerol-3-phosphate acyltransferase activity	酰基-磷酸甘油-3-磷酸酰基转移酶活性
GO:0043773	coenzyme F420-0 gamma-glutamyl ligase activity	辅酶F420-0 γ-谷氨酰连接酶活性
GO:0043774	coenzyme F420-2 alpha-glutamyl ligase activity	辅酶F420-2 α-谷氨酰连接酶活性
GO:0043776	cobalt-precorrin-6B C5-methyltransferase activity	钴-前咕啉-6B C5-甲基转移酶活性
GO:0043777	cobalt-precorrin-7 C15-methyltransferase activity	钴-前咕啉-7 C15-甲基转移酶活性
GO:0043778	cobalt-precorrin-8 methylmutase activity	钴-前咕啉-8甲基变位酶活性
GO:0043779	cobalt-precorrin-5A acetaldehyde-lyase activity	钴-前咕啉-5A乙醛裂解酶活性
GO:0043780	cobalt-precorrin-5B C1-methyltransferase activity	钴-前咕啉-5B C1-甲基转移酶活性
GO:0043781	cobalt-factor II C20-methyltransferase activity	钴-因子II C20-甲基转移酶活性
GO:0043782	cobalt-precorrin-3 C17-methyltransferase activity	钴-前咕啉-3 C17-甲基转移酶活性
GO:0043785	cinnamoyl-CoA:phenyllactate CoA-transferase activity	肉桂酰-CoA:苯乳酸CoA转移酶活性
GO:0043786	cinnamate reductase activity	肉桂酸还原酶活性
GO:0043791	dimethylamine methyltransferase activity	二甲胺甲基转移酶活性
GO:0043792	enamidase activity	烯酰胺酶活性
GO:0043793	beta-ribofuranosylaminobenzene 5'-phosphate synthase activity	β-呋喃核糖基氨基苯5'-磷酸合酶活性
GO:0043794	formate dehydrogenase (coenzyme F420) activity	甲酸脱氢酶（辅酶F420）活性
GO:0043795	glyceraldehyde oxidoreductase activity	甘油醛氧化还原酶活性
GO:0043796	glyceraldehyde dehydrogenase (NADP+) activity	甘油醛脱氢酶（NADP+）活性
GO:0043797	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) activity	甘油醛-3-磷酸脱氢酶（铁氧还蛋白）活性
GO:0043798	glycerate 2-kinase activity	甘油酸2-激酶活性
GO:0043799	glycine oxidase activity	甘氨酸氧化酶活性
GO:0043800	6-phospho-3-hexuloisomerase activity	6-磷酸-3-己酮糖异构酶活性
GO:0043801	hexulose-6-phosphate synthase activity	己酮糖-6-磷酸合酶活性
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	氢化钴啉酸a,c-二酰胺合酶（水解谷氨酰胺型）活性
GO:0043803	hydroxyneurosporene-O-methyltransferase activity	羟基神经孢体-O-甲基转移酶活性
GO:0043804	imidazolone hydrolase activity	咪唑酮水解酶活性
GO:0043805	indolepyruvate ferredoxin oxidoreductase activity	吲哚丙酮酸铁氧还蛋白氧化还原酶活性
GO:0043807	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	3-甲基-2-氧代丁酸脱氢酶（铁氧还蛋白）活性
GO:0043808	lyso-ornithine lipid acyltransferase activity	溶鸟氨酸脂酰基转移酶活性
GO:0043810	ornithine-acyl [acyl carrier protein] N-acyltransferase activity	鸟氨酸-酰基[酰基载体蛋白]N-酰基转移酶活性
GO:0043811	phosphate:acyl-[acyl carrier protein] acyltransferase activity	磷酸:酰基-[酰基载体蛋白]酰基转移酶活性
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	磷脂酰肌醇-4-磷酸磷酸酶活性
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	磷脂酰肌醇-3,5-二磷酸5-磷酸酶活性
GO:0043814	phospholactate guanylyltransferase activity	磷酸乳酸鸟苷酰转移酶活性
GO:0043815	phosphoribosylglycinamide formyltransferase 2 activity	磷酸核糖基甘氨酰胺甲酰转移酶2活性
GO:0043816	phosphoserine-tRNA(Cys) ligase activity	磷酸丝氨酸-tRNA(Cys)连接酶活性
GO:0043817	phosphosulfolactate synthase activity	磷酸磺基乳酸合酶活性
GO:0043818	precorrin-3B synthase activity	前咕啉-3B合酶活性
GO:0043819	precorrin-6A synthase (deacetylating) activity	前咕啉-6A合酶（去乙酰化型）活性
GO:0043821	propionyl-CoA:succinate CoA-transferase activity	丙酰-CoA:琥珀酸CoA转移酶活性
GO:0043822	ribonuclease M5 activity	核糖核酸酶M5活性
GO:0043823	spheroidene monooxygenase activity	球形烯单加氧酶活性
GO:0043824	succinylglutamate-semialdehyde dehydrogenase (NAD+) activity	琥珀酰谷氨酸半醛脱氢酶（NAD+）活性
GO:0043825	succinylornithine:2-oxoglutarate transaminase activity	琥珀酰鸟氨酸:2-酮戊二酸转氨酶活性
GO:0043827	tRNA (adenine(57)-N1)/(adenine(58)-N1)-methyltransferase activity	tRNA(腺嘌呤(57)-N1)/(腺嘌呤(58)-N1)-甲基转移酶活性
GO:0043828	tRNA 2-selenouridine synthase activity	tRNA 2-硒代尿苷合酶活性
GO:0043829	tRNA-specific adenosine-37 deaminase activity	tRNA特异性腺苷-37脱氨酶活性
GO:0043831	thiosulfate dehydrogenase (quinone) activity	硫代硫酸脱氢酶（醌）活性
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	[甲基-Co(III)甲胺特异性咕啉蛋白]:辅酶M甲基转移酶活性
GO:0043834	trimethylamine methyltransferase activity	三甲胺甲基转移酶活性
GO:0043836	xanthine hydrolase activity	黄嘌呤水解酶活性
GO:0043837	L-valine dehydrogenase (NAD+) activity	L-缬氨酸脱氢酶（NAD+）活性
GO:0043838	phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity	磷脂酰乙醇胺:Kdo2-脂质A磷酸乙醇胺转移酶活性
GO:0043839	lipid A phosphate methyltransferase activity	脂质A磷酸甲基转移酶活性
GO:0043842	Kdo transferase activity	Kdo转移酶活性
GO:0043843	ADP-specific glucokinase activity	ADP特异性葡萄糖激酶活性
GO:0043844	ADP-specific phosphofructokinase activity	ADP特异性磷酸果糖激酶活性
GO:0043845	DNA polymerase III, proofreading complex	DNA聚合酶III校读复合体
GO:0043846	DNA polymerase III, clamp loader complex	DNA聚合酶III夹钳装载复合体
GO:0043847	DNA polymerase III, clamp loader chi/psi subcomplex	DNA聚合酶III夹钳装载χ/ψ亚复合体
GO:0043849	Ras palmitoyltransferase activity	Ras棕榈酰转移酶活性
GO:0043850	RecFOR complex	RecFOR复合体
GO:0043852	monomethylamine methyltransferase activity	一甲胺甲基转移酶活性
GO:0043853	methanol-CoM methyltransferase complex	甲醇-CoM甲基转移酶复合体
GO:0043854	cyclic nucleotide-gated mechanosensitive monoatomic ion channel activity	环核苷酸门控的机械敏感型单原子离子通道活性
GO:0043855	cyclic nucleotide-activated monoatomic ion channel activity	环核苷酸激活的单原子离子通道活性
GO:0043856	anti-sigma factor antagonist activity	抗sigma因子拮抗物活性
GO:0043857	N-acetylornithine carbamoyltransferase activity	N-乙酰鸟氨酸氨甲酰转移酶活性
GO:0043858	arginine:ornithine antiporter activity	精氨酸:鸟氨酸反向转运蛋白活性
GO:0043860	cyanophycin synthetase activity	藻青素合酶活性
